Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
3348,TOYOTA,2012,3.5,Petrol,Tiptronic,94870,Sedan,20385,Camry
3349,TOYOTA,2006,2.7,Petrol,Automatic,130488,Jeep,34500,Land Cruiser Prado
3350,TOYOTA,2012,3.5,Petrol,Automatic,87592,Jeep,23521,Highlander
3351,HYUNDAI,2013,1.6,Petrol,Automatic,101283,Sedan,19121,Elantra
3352,BMW,2001,2.0,Petrol,Manual,116818,Coupe,9095,320 320
3353,TOYOTA,2013,2.5,Hybrid,Automatic,82021,Sedan,31361,Avalon limited
3354,LEXUS,2002,3.0,Petrol,Automatic,124896,Jeep,11917,RX 300
3355,KIA,2012,2.0,Petrol,Tiptronic,96313,Sedan,21012,Optima X
3356,HYUNDAI,2010,1.6,Petrol,Automatic,32308,Sedan,16571,Elantra
3357,VOLKSWAGEN,2012,2.0,Diesel,Tiptronic,83264,Sedan,16308,Passat
3358,MERCEDES-BENZ,2007,1.7,Petrol,Automatic,99419,Hatchback,13485,B 170
3359,LEXUS,2011,1.8,Hybrid,Automatic,75995,Hatchback,6586,CT 200h
3360,HONDA,2014,1.5,Hybrid,Variator,65865,Hatchback,10663,FIT
3361,TOYOTA,2014,1.8,Hybrid,Automatic,211086,Jeep,14113,Prius
3362,TOYOTA,2009,1.5,Hybrid,Automatic,88499,Sedan,1882,Prius
3363,LEXUS,2012,1.8,Hybrid,Automatic,108184,Hatchback,1490,CT 200h
3364,KIA,2015,1.8,Petrol,Tiptronic,74565,Sedan,17249,Forte
3365,CHEVROLET,2018,1.4,Petrol,Tiptronic,13049,Hatchback,28100,Cruze
3366,MERCEDES-BENZ,2007,2.5,Petrol,Automatic,162799,Sedan,16621,C 230
3367,HYUNDAI,2013,2.0,LPG,Automatic,66285,Sedan,8938,Sonata
3368,DODGE,2009,2.0,LPG,Variator,83574,Jeep,11604,Caliber
3369,HYUNDAI,2012,3.8,Petrol,Automatic,58443,Sedan,17249,Genesis
3370,FORD,2009,1.8,Diesel,Manual,142915,Goods wagon,9722,Transit Connect
3371,HONDA,2013,1.5,Petrol,Automatic,25476,Hatchback,9095,FIT
3372,TOYOTA,2019,2.0,Petrol,Automatic,15101,Jeep,13172,CHR
3373,FORD,2012,2.0,Petrol,Automatic,84506,Sedan,9408,Focus
3374,HONDA,2011,2.4,Petrol,Automatic,97555,Minivan,15681,Elysion
3375,BMW,2000,4.4,Petrol,Tiptronic,112065,Jeep,14113,X5
3376,KIA,2012,2.4,Petrol,Automatic,24919,Sedan,14113,Cadenza
3377,HYUNDAI,2016,2.0,Diesel,Automatic,30729,Jeep,54458,Santa FE
3378,MERCEDES-BENZ,1999,0.6,Petrol,Tiptronic,88235,Sedan,4704,Smart
3379,FORD,2015,2.0,Petrol,Tiptronic,72653,Sedan,8467,Focus
3380,TOYOTA,2016,2.5,Hybrid,Automatic,41898,Sedan,12388,Camry
3381,HYUNDAI,2017,2.0,Petrol,Tiptronic,65617,Sedan,18817,Elantra
3382,MERCEDES-BENZ,2000,3.2,CNG,Automatic,161556,Sedan,10976,C 320
3383,TOYOTA,2013,1.5,Hybrid,Variator,47846,Hatchback,13485,Prius C
3384,VOLKSWAGEN,2004,2.0,Petrol,Tiptronic,109361,Minivan,11604,Touran
3385,BMW,2010,3.0,Diesel,Tiptronic,87738,Jeep,20071,X5
3386,LEXUS,2015,4.6,Petrol,Automatic,66436,Jeep,47042,GX 470
3387,AUDI,2018,3.0,Petrol,Automatic,30523,Jeep,37947,Q7
3388,HYUNDAI,2014,2.5,Diesel,Automatic,72990,Minivan,34673,H1
3389,HYUNDAI,2016,1.6,Diesel,Automatic,23242,Sedan,19736,Elantra
3390,CHEVROLET,2011,1.4,Petrol,Automatic,82021,Sedan,15681,Cruze
3391,MERCEDES-BENZ,2010,3.5,Petrol,Automatic,127983,Sedan,1646,E 350
3392,OPEL,1998,2.0,Petrol,Manual,132352,Sedan,4704,Omega B
3393,KIA,2015,2.4,Petrol,Tiptronic,41073,Sedan,17876,Optima
3394,MITSUBISHI,2002,2.0,Petrol,Tiptronic,96313,Universal,7840,Airtrek
3395,TOYOTA,2014,1.5,Hybrid,Automatic,41010,Hatchback,17562,Prius C
3396,CHEVROLET,2015,1.8,Petrol,Automatic,32111,Sedan,16559,Cruze
3397,HYUNDAI,2017,2.0,Petrol,Automatic,40799,Sedan,47989,Sonata
3398,TOYOTA,2006,1.3,Petrol,Variator,118060,Hatchback,8624,Vitz
3399,HYUNDAI,2013,2.0,Diesel,Automatic,26719,Jeep,45376,Santa FE
3400,OPEL,2003,1.2,Petrol,Manual,145595,Hatchback,6800,Corsa Corsa
3401,HYUNDAI,2018,2.4,Petrol,Automatic,41734,Sedan,4077,Sonata
3402,TOYOTA,2012,2.4,Petrol,Tiptronic,70215,Sedan,21326,Camry
3403,HYUNDAI,2010,1.6,Petrol,Automatic,80135,Sedan,12585,Elantra
3404,TOYOTA,2008,3.3,Hybrid,Automatic,207795,Sedan,12544,Highlander
3405,FORD,2010,2.2,Diesel,Manual,118060,Goods wagon,15994,Transit
3406,NISSAN,2006,2.0,Petrol,Automatic,61109,Jeep,14426,X-Trail
3407,TOYOTA,2010,1.8,Hybrid,Automatic,60273,Sedan,14500,Prius
3408,BMW,2011,3.0,Petrol,Tiptronic,69594,Sedan,32929,530
3409,TOYOTA,2018,1.5,Hybrid,Automatic,21772,Universal,41867,Aqua
3410,OPEL,2004,2.2,Diesel,Automatic,193868,Universal,5000,Vectra C
3411,HYUNDAI,2015,1.6,Diesel,Automatic,60510,Sedan,15612,Accent
3412,BMW,2012,3.0,Diesel,Automatic,64286,Jeep,8154,X5
3413,JEEP,2009,2.8,Diesel,Automatic,121211,Jeep,43360,Wrangler
3414,MERCEDES-BENZ,2016,2.0,Diesel,Automatic,78914,Sedan,42337,E 220 cdi
3415,TOYOTA,2014,2.5,Petrol,Automatic,33125,Sedan,8938,Camry
3416,MINI,2013,1.6,Petrol,Tiptronic,54681,Jeep,31361,Countryman s
3417,HYUNDAI,2016,1.6,Petrol,Automatic,49349,Sedan,25889,Elantra
3418,LEXUS,2015,4.6,Petrol,Automatic,66436,Jeep,47042,GX 470
3419,KIA,2015,2.4,Petrol,Tiptronic,37282,Sedan,21012,Optima
3420,HYUNDAI,2015,2.0,Petrol,Automatic,57788,Coupe,38737,Genesis
3421,CHEVROLET,2013,2.0,Diesel,Automatic,29031,Sedan,9252,Cruze
3422,KIA,2014,2.0,Petrol,Automatic,40623,Sedan,14113,Optima
3423,BMW,2013,2.0,Petrol,Tiptronic,90099,Sedan,28852,328
3424,VOLKSWAGEN,2002,1.8,Petrol,Automatic,123653,Hatchback,2200,Golf 4
3425,HONDA,2010,1.5,Petrol,Automatic,68351,Hatchback,15367,FIT
3426,TOYOTA,2012,1.5,Hybrid,Automatic,91775,Hatchback,12231,Prius C
3427,HYUNDAI,2010,2.5,Diesel,Automatic,77578,Minivan,14081,H1
3428,FORD,2015,1.5,Petrol,Automatic,63694,Sedan,21953,Fusion
3429,SSANGYONG,2010,2.0,Diesel,Automatic,74988,Sedan,14686,Actyon
3430,TOYOTA,2012,1.5,Hybrid,Automatic,59030,Hatchback,15053,Prius C
3431,HYUNDAI,2010,2.0,Diesel,Automatic,120228,Jeep,21357,Santa FE
3432,HYUNDAI,2012,1.6,Petrol,Automatic,67134,Sedan,18826,Elantra
3433,MERCEDES-BENZ,2011,3.0,Diesel,Tiptronic,64001,Jeep,51432,GL 350
3434,HYUNDAI,2014,1.6,Petrol,Tiptronic,37282,Sedan,23834,Elantra
3435,HYUNDAI,2016,2.5,Diesel,Automatic,73117,Universal,49459,H1
3436,TOYOTA,2018,2.5,Hybrid,Automatic,79234,Sedan,9722,Camry
3437,TOYOTA,2018,1.5,Petrol,Automatic,1243,Hatchback,42538,Aqua
3438,HYUNDAI,2014,2.0,Diesel,Automatic,101577,Jeep,40983,Santa FE
3439,HYUNDAI,2010,1.6,Petrol,Automatic,32571,Sedan,18240,Elantra
3440,TOYOTA,2010,3.3,Hybrid,Automatic,140553,Sedan,1725,Highlander
3441,FORD,2013,2.0,Hybrid,Tiptronic,84123,Hatchback,11133,C-MAX
3442,HYUNDAI,2013,2.4,Petrol,Tiptronic,80778,Sedan,18660,Sonata
3443,CHEVROLET,2015,1.4,Plug-in Hybrid,Tiptronic,59715,Sedan,19287,Volt
3444,MERCEDES-BENZ,2017,3.5,Petrol,Automatic,24739,Jeep,4077,GLE 350
3445,HYUNDAI,2012,2.0,Diesel,Automatic,71714,Jeep,30828,Santa FE
3446,HONDA,2010,1.3,Hybrid,Variator,126263,Hatchback,14113,Insight
3447,KIA,2014,2.0,Petrol,Automatic,33624,Sedan,11259,Optima
3448,HYUNDAI,2017,2.4,Petrol,Automatic,48322,Sedan,6586,Santa FE
3449,HYUNDAI,2016,2.0,Petrol,Automatic,44236,Sedan,18817,Elantra
3450,HYUNDAI,2018,2.4,Petrol,Automatic,27489,Sedan,11290,Santa FE
3451,TOYOTA,2012,1.8,Plug-in Hybrid,Variator,84009,Hatchback,25716,Prius
3452,HYUNDAI,2016,2.0,Diesel,Automatic,50145,Jeep,35071,Tucson
3453,HYUNDAI,2013,2.0,LPG,Automatic,32933,Sedan,7683,Sonata
3454,MERCEDES-BENZ,2000,3.2,Petrol,Tiptronic,102153,Sedan,9722,E 320
3455,MERCEDES-BENZ,2017,3.0,Petrol,Automatic,32202,Jeep,37947,GLE 350
3456,MITSUBISHI,2011,2.0,Petrol,Tiptronic,129245,Jeep,20385,Outlander
3457,TOYOTA,2010,2.4,Hybrid,Automatic,127257,Sedan,13900,Camry XLE
3458,HYUNDAI,2017,2.5,Diesel,Automatic,62696,Universal,38016,H1
3459,TOYOTA,2014,2.5,Hybrid,Automatic,111462,Sedan,11133,Camry
3460,MAZDA,2004,1.3,Petrol,Automatic,83574,Sedan,6586,Demio 12
3461,HYUNDAI,2016,1.6,Petrol,Tiptronic,59652,Jeep,51746,Tucson TURBO
3462,VOLKSWAGEN,2014,2.0,Diesel,Automatic,48062,Sedan,5018,Passat
3463,FORD,2013,2.5,Petrol,Variator,99419,Sedan,15053,Fusion
3464,BMW,2012,3.0,Petrol,Tiptronic,99419,Sedan,24148,535 comfort-sport
3465,FIAT,2015,1.4,Petrol,Tiptronic,46727,Coupe,11917,500 46 ml
3466,TOYOTA,2012,1.5,Hybrid,Automatic,94448,Hatchback,17876,Prius C
3467,TOYOTA,2013,1.5,Petrol,Automatic,45943,Hatchback,27375,Aqua
3468,TOYOTA,2005,2.0,Petrol,Automatic,60894,Minivan,3500,Wish
3469,MERCEDES-BENZ,2011,3.0,Diesel,Automatic,169750,Sedan,7997,E 350
3470,TOYOTA,2008,1.5,Hybrid,Variator,1678,Sedan,12544,Prius
3471,MERCEDES-BENZ,2012,3.5,Petrol,Automatic,115353,Coupe,5331,E 350
3472,HYUNDAI,2013,1.8,Petrol,Tiptronic,78293,Sedan,8467,Elantra
3473,HONDA,2017,1.5,Petrol,Automatic,26497,Hatchback,23659,FIT
3474,HYUNDAI,2011,1.6,Petrol,Automatic,99035,Sedan,19416,Elantra
3475,SSANGYONG,2013,2.0,Diesel,Automatic,60295,Jeep,35309,REXTON
3476,NISSAN,2006,1.5,Petrol,Automatic,80157,Hatchback,8467,Tiida
3477,AUDI,2013,3.0,Petrol,Automatic,187472,Hatchback,6429,A7
3478,MERCEDES-BENZ,2011,3.5,Diesel,Automatic,82412,Sedan,1725,E 350
3479,HYUNDAI,2014,2.5,Diesel,Automatic,95787,Minivan,32910,H1
3480,CHEVROLET,2010,1.6,Petrol,Automatic,83020,Sedan,11992,Lacetti
3481,TOYOTA,2005,1.5,LPG,Variator,119029,Hatchback,7840,Vitz RS
3482,OPEL,2011,1.3,Diesel,Manual,59030,Goods wagon,9408,Combo
3483,TOYOTA,2014,1.5,Hybrid,Automatic,66487,Hatchback,13956,Prius C
3484,HYUNDAI,2016,2.5,Diesel,Automatic,104472,Universal,34692,H1
3485,FIAT,2013,1.4,Petrol,Tiptronic,50371,Coupe,16308,500 Lounge
3486,VOLKSWAGEN,2013,2.5,Petrol,Tiptronic,90472,Sedan,10976,Passat
3487,MERCEDES-BENZ,2009,3.5,Diesel,Automatic,170310,Jeep,6272,ML 350
3488,TOYOTA,2015,1.8,Petrol,Manual,48467,Hatchback,20385,Corolla IM
3489,CHEVROLET,2014,1.4,Hybrid,Automatic,86054,Hatchback,3763,Volt
3490,CHEVROLET,2011,2.0,Diesel,Automatic,125778,Sedan,10986,Cruze
3491,TOYOTA,2017,2.7,Petrol,Automatic,58572,Jeep,49237,Tacoma
3492,VOLVO,2010,3.2,Petrol,Tiptronic,63380,Jeep,21012,XC90
3493,BMW,2007,3.0,Petrol,Tiptronic,131731,Sedan,17249,530
3494,HYUNDAI,2014,2.0,LPG,Automatic,105027,Sedan,14426,Sonata
3495,JEEP,2013,2.4,Petrol,Automatic,63199,Jeep,27422,Compass
3496,HONDA,2004,1.3,Petrol,Variator,142294,Hatchback,8154,FIT
3497,TOYOTA,2010,1.8,Hybrid,Automatic,11806,Hatchback,17562,Prius
3498,TOYOTA,2019,3.5,Petrol,Automatic,11530,Sedan,26971,Tacoma
3499,TOYOTA,2009,1.8,LPG,Automatic,78914,Sedan,18817,Corolla
3500,HYUNDAI,2011,1.6,Petrol,Automatic,74565,Sedan,15612,Elantra
3501,OPEL,2008,1.2,LPG,Manual,146644,Hatchback,9408,Agila
3502,TOYOTA,2017,4.6,Petrol,Automatic,118604,Sedan,6429,Tundra
3503,TOYOTA,2016,1.5,Hybrid,Automatic,6468,Universal,40346,Aqua
3504,SSANGYONG,2011,2.0,Diesel,Automatic,71521,Jeep,22843,Korando
3505,BMW,2005,3.0,Petrol,Tiptronic,96874,Jeep,16935,X3
3506,HONDA,1997,2.0,Petrol,Automatic,1225,Jeep,5331,Cr-v
3507,HYUNDAI,2010,2.5,Diesel,Automatic,83879,Minivan,12522,H1
3508,HONDA,2011,3.5,Petrol,Tiptronic,53438,Minivan,23207,Odyssey
3509,HYUNDAI,2019,1.6,Hybrid,Automatic,18299,Hatchback,3763,Ioniq
3510,BMW,2001,2.5,LPG,Automatic,86992,Sedan,11290,525 525
3511,TOYOTA,2008,1.5,Hybrid,Automatic,180943,Hatchback,13485,Prius
3512,HONDA,2012,1.3,Hybrid,Automatic,91342,Sedan,12858,FIT
3513,KIA,2017,2.4,Petrol,Tiptronic,10563,Sedan,39201,Optima Hybrid
3514,HYUNDAI,2016,2.0,Diesel,Automatic,82987,Jeep,46236,Santa FE
3515,HYUNDAI,2012,2.4,Petrol,Tiptronic,50952,Sedan,13485,Sonata
3516,TOYOTA,2015,3.5,Petrol,Automatic,57103,Jeep,11133,Highlander
3517,TOYOTA,2016,2.5,Petrol,Automatic,76429,Sedan,23521,Camry
3518,JEEP,2003,4.0,Petrol,Automatic,100414,Jeep,10976,Grand Cherokee
3519,HONDA,2014,1.3,Petrol,Automatic,16829,Hatchback,28078,FIT
3520,HONDA,2014,1.5,Petrol,Manual,49710,Hatchback,11447,FIT
3521,CHEVROLET,2015,1.0,Petrol,Automatic,24378,Sedan,9722,Spark
3522,TOYOTA,2014,1.5,Hybrid,Variator,36102,Hatchback,18189,Prius C
3523,TOYOTA,2013,1.8,Hybrid,Variator,96934,Sedan,13172,Prius
3524,HYUNDAI,2014,2.0,LPG,Automatic,158937,Sedan,10036,Sonata
3525,SUBARU,2014,2.0,Hybrid,Automatic,31281,Hatchback,26814,Crosstrek
3526,SSANGYONG,2007,2.7,Diesel,Automatic,47299,Jeep,5645,REXTON
3527,VOLKSWAGEN,2012,2.5,Petrol,Automatic,48467,Sedan,12231,Jetta
3528,TOYOTA,2011,1.0,Petrol,Variator,111225,Hatchback,9000,Vitz
3529,JAGUAR,2008,4.2,Petrol,Tiptronic,70588,Sedan,26030,XF
3530,HYUNDAI,2011,2.0,Petrol,Automatic,96391,Sedan,15132,Sonata
3531,TOYOTA,2000,3.4,LPG,Automatic,93206,Jeep,24148,Land Cruiser Prado
3532,HONDA,2008,1.5,Petrol,Automatic,96934,Sedan,10976,FIT
3533,FORD,2011,2.5,Hybrid,Automatic,104991,Jeep,3607,Escape
3534,MERCEDES-BENZ,2011,3.0,Diesel,Tiptronic,77671,Minivan,41710,R 350 BLUETEC
3535,TOYOTA,2014,2.5,Petrol,Automatic,34679,Sedan,6272,Camry
3536,TOYOTA,2011,1.8,Hybrid,Automatic,9321,Sedan,17876,Prius
3537,TOYOTA,2006,1.5,Hybrid,Automatic,1988,Sedan,11917,Prius
3538,KIA,2013,1.0,Petrol,Automatic,19441,Sedan,10036,Picanto
3539,MITSUBISHI,2002,3.0,CNG,Tiptronic,108119,Jeep,11917,Pajero
3540,HYUNDAI,2015,2.5,Diesel,Automatic,22036,Minivan,30455,H1
3541,OPEL,1999,1.6,CNG,Automatic,124274,Hatchback,6272,Astra
3542,SSANGYONG,2010,2.0,Diesel,Automatic,131323,Jeep,11011,Actyon
3543,HONDA,2004,3.0,LPG,Automatic,102749,Minivan,12540,Elysion
3544,TOYOTA,2010,1.8,Hybrid,Automatic,111847,Sedan,12544,Camry
3545,VOLKSWAGEN,2000,1.6,Petrol,Manual,121167,Hatchback,7840,Golf 4
3546,KIA,2016,1.2,Petrol,Manual,105633,Hatchback,14426,RIO
3547,TOYOTA,2012,1.5,Petrol,Automatic,98177,Hatchback,14269,Aqua
3548,CHEVROLET,2012,1.4,Petrol,Automatic,75186,Sedan,12544,Cruze sonic
3549,CHEVROLET,2005,1.8,Petrol,Manual,78914,Goods wagon,4861,Nubira
3550,HYUNDAI,2016,2.0,Petrol,Automatic,55766,Sedan,2430,Elantra
3551,HYUNDAI,2017,2.5,Diesel,Automatic,27463,Universal,51517,H1
3552,BMW,2011,3.0,Petrol,Tiptronic,90099,Jeep,30420,X5
3553,KIA,2016,1.7,Diesel,Automatic,18683,Sedan,32772,Optima
3554,HONDA,2016,2.0,Petrol,Automatic,48605,Sedan,5645,Civic
3555,FORD,2015,2.0,Petrol,Tiptronic,63380,Sedan,15681,Focus TITANIUM
3556,TOYOTA,2005,1.5,Petrol,Automatic,83885,Sedan,8467,Vitz
3557,PORSCHE,2012,3.6,Petrol,Tiptronic,61640,Jeep,58959,Cayenne
3558,HYUNDAI,2018,1.6,Petrol,Automatic,33474,Sedan,33575,Elantra
3559,HYUNDAI,2014,3.3,Petrol,Automatic,102747,Jeep,5645,Santa FE
3560,HYUNDAI,2007,1.6,Petrol,Automatic,73179,Sedan,11368,Elantra
3561,OPEL,1998,1.6,Petrol,Manual,172458,Sedan,5018,Vectra
3562,NISSAN,2017,2.5,Petrol,Automatic,44060,Sedan,4077,Altima
3563,ACURA,2010,3.7,Petrol,Automatic,174009,Sedan,1176,TL
3564,DAEWOO,2009,1.6,Petrol,Automatic,69769,Sedan,5488,Lacetti
3565,CHEVROLET,2011,1.0,Petrol,Automatic,24109,Sedan,7213,Matiz
3566,MAZDA,2015,1.5,Petrol,Automatic,24233,Hatchback,15000,Axela
3567,FIAT,2013,1.4,Petrol,Manual,69594,Sedan,11917,500
3568,TOYOTA,2012,2.5,Petrol,Tiptronic,55302,Sedan,23521,Camry
3569,BMW,2009,3.0,Petrol,Tiptronic,105633,Jeep,21012,X5 3.0
3570,CHEVROLET,2014,2.0,Diesel,Automatic,33261,Jeep,37611,Captiva
3571,TOYOTA,2013,1.8,Hybrid,Tiptronic,111847,Sedan,15681,Prius
3572,VOLKSWAGEN,2001,1.9,Diesel,Manual,124274,Sedan,7213,Golf
3573,FORD,2013,2.0,Hybrid,Automatic,199183,Sedan,4077,Fusion
3574,MERCEDES-BENZ,2013,1.8,Petrol,Automatic,97230,Sedan,1019,C 250
3575,CHEVROLET,2010,1.8,Petrol,Automatic,73865,Sedan,9512,Lacetti
3576,VOLKSWAGEN,2014,2.0,Petrol,Automatic,55136,Sedan,6429,Scirocco
3577,HYUNDAI,2010,2.0,Diesel,Automatic,32931,Jeep,14897,Tucson
3578,HYUNDAI,2010,2.0,Petrol,Automatic,111702,Sedan,16443,Sonata
3579,MERCEDES-BENZ,2000,3.2,Petrol,Automatic,15845,Sedan,13485,320
3580,SUZUKI,2011,1.2,Petrol,Automatic,60894,Hatchback,8500,Swift
3581,TOYOTA,2010,1.8,Hybrid,Automatic,143539,Sedan,12388,Prius
3582,HYUNDAI,2011,2.0,Petrol,Automatic,69834,Coupe,15991,Genesis
3583,HYUNDAI,2013,1.6,Petrol,Automatic,29880,Sedan,25591,Elantra
3584,MERCEDES-BENZ,2001,0.6,Petrol,Tiptronic,78293,Coupe,6272,Smart
3585,NISSAN,2011,1.2,Petrol,Automatic,36040,Hatchback,6700,March
3586,HYUNDAI,2014,1.8,Petrol,Automatic,54681,Sedan,17249,Elantra
3587,TOYOTA,2016,1.5,Petrol,Automatic,82349,Hatchback,1098,Yaris
3588,OPEL,1999,1.6,CNG,Manual,94257,Goods wagon,7527,Astra
3589,HYUNDAI,2012,1.6,Petrol,Automatic,93165,Sedan,14454,Elantra
3590,HYUNDAI,2013,1.8,Petrol,Automatic,97431,Sedan,17876,Elantra
3591,MAZDA,2015,2.5,Petrol,Tiptronic,86992,Jeep,29793,CX-5
3592,CHEVROLET,2011,1.8,Petrol,Automatic,108042,Sedan,11274,Cruze
3593,FORD,2004,2.4,Diesel,Manual,111847,Microbus,16621,Transit
3594,PORSCHE,2012,3.6,Petrol,Tiptronic,68972,Jeep,61154,Cayenne
3595,FORD,2012,2.0,Hybrid,Automatic,58662,Hatchback,16935,C-MAX
3596,CHEVROLET,2015,2.0,Petrol,Automatic,21330,Jeep,13956,Orlando
3597,NISSAN,2005,1.5,LPG,Automatic,151040,Sedan,10349,Tiida
3598,TOYOTA,2012,1.8,Petrol,Automatic,76429,Sedan,18817,Prius
3599,KIA,2012,2.4,Petrol,Automatic,111158,Sedan,8154,Optima
3600,MERCEDES-BENZ,2011,3.0,Diesel,Automatic,169750,Sedan,9879,E 350
3601,BMW,1999,2.8,Petrol,Tiptronic,5842,Sedan,7213,328
3602,BMW,2002,4.4,Petrol,Tiptronic,113090,Sedan,10976,745 i
3603,HONDA,2007,1.3,Petrol,Automatic,80157,Hatchback,9408,FIT
3604,TOYOTA,2017,2.5,Petrol,Tiptronic,33554,Sedan,25086,Camry SE
3605,AUDI,2011,2.0,Petrol,Manual,90472,Hatchback,19444,A3
3606,MERCEDES-BENZ,2016,3.5,Diesel,Automatic,47973,Sedan,1568,E 350
3607,FORD,2017,2.3,Petrol,Automatic,54487,Jeep,8154,Explorer
3608,HYUNDAI,2014,2.0,LPG,Automatic,44407,Sedan,11262,Sonata
3609,MERCEDES-BENZ,2005,2.2,Diesel,Manual,138566,Minivan,12544,Vito
3610,MERCEDES-BENZ,2014,3.5,Diesel,Automatic,148226,Sedan,11133,E 350
3611,BMW,2004,2.2,Petrol,Tiptronic,73322,Sedan,10036,320 I
3612,SSANGYONG,2011,2.0,Diesel,Automatic,77496,Jeep,24029,REXTON
3613,HYUNDAI,2016,1.7,Diesel,Automatic,80664,Jeep,38445,Tucson
3614,LEXUS,2016,4.6,Petrol,Automatic,96919,Jeep,31988,GX 460
3615,HYUNDAI,2017,2.0,Petrol,Automatic,23861,Sedan,21953,Elantra
3616,HYUNDAI,2012,2.0,Petrol,Automatic,103080,Sedan,14454,Sonata
3617,CADILLAC,2013,3.6,Petrol,Automatic,78319,Jeep,3293,SRX
3618,CHEVROLET,2018,2.0,LPG,Automatic,20505,Jeep,47408,Orlando
3619,OPEL,2004,1.7,Diesel,Manual,12427,Goods wagon,7840,Combo
3620,TOYOTA,2010,1.8,Hybrid,Variator,63380,Sedan,17249,Prius
3621,HYUNDAI,2012,1.8,Petrol,Tiptronic,92584,Sedan,6272,Elantra
3622,HYUNDAI,2012,2.0,Diesel,Automatic,92456,Jeep,23104,Tucson
3623,SSANGYONG,2013,2.0,Diesel,Automatic,105434,Jeep,27889,REXTON
3624,TOYOTA,2010,1.3,Petrol,Automatic,69594,Hatchback,13172,Vitz
3625,KIA,2013,2.0,Petrol,Automatic,216503,Sedan,5551,Optima
3626,LEXUS,2012,3.5,Hybrid,Automatic,40389,Jeep,53314,RX 450
3627,JEEP,2017,2.4,Petrol,Tiptronic,26843,Jeep,32929,Renegade
3628,TOYOTA,2014,2.5,Hybrid,Automatic,111462,Sedan,11133,Camry
3629,HYUNDAI,2013,2.4,Petrol,Tiptronic,80778,Sedan,14113,Sonata
3630,TOYOTA,2011,1.8,Petrol,Automatic,96934,Hatchback,16308,Prius
3631,HYUNDAI,2016,2.0,LPG,Automatic,183907,Sedan,15681,Sonata
3632,MERCEDES-BENZ,1999,2.0,Petrol,Manual,197848,Sedan,6586,E 200
3633,CHEVROLET,2017,1.4,Petrol,Automatic,60390,Sedan,15994,Cruze
3634,MERCEDES-BENZ,2008,2.2,Diesel,Manual,223694,Microbus,47042,Sprinter
3635,FORD,2015,2.0,Hybrid,Automatic,62601,Sedan,2822,Fusion
3636,SSANGYONG,2016,1.6,Diesel,Automatic,78290,Minivan,31772,Actyon
3637,SUBARU,2003,2.0,CNG,Tiptronic,138082,Sedan,5959,Legacy
3638,KIA,2013,2.4,Petrol,Tiptronic,52195,Sedan,13172,Optima
3639,HYUNDAI,2016,2.0,Diesel,Automatic,70252,Jeep,50767,Santa FE
3640,HYUNDAI,2014,2.5,Diesel,Automatic,71752,Minivan,30750,H1
3641,SUBARU,2001,2.0,Petrol,Automatic,87613,Universal,8500,Forester
3642,MINI,2014,1.6,Petrol,Tiptronic,64623,Hatchback,26030,Countryman
3643,LEXUS,2011,1.8,Hybrid,Automatic,119303,Hatchback,28539,CT 200h
3644,TOYOTA,2013,2.7,Petrol,Automatic,165010,Jeep,14583,Tacoma
3645,KIA,2016,2.0,Petrol,Automatic,19335,Sedan,19444,Optima
3646,TOYOTA,2017,1.8,Hybrid,Automatic,17948,Sedan,26657,Prius
3647,CHEVROLET,2008,2.0,Petrol,Automatic,39036,Sedan,4547,Cruze
3648,CHEVROLET,2016,1.6,Diesel,Automatic,36780,Jeep,32393,Orlando
3649,JEEP,2017,2.4,Petrol,Tiptronic,48467,Jeep,29793,Renegade
3650,MERCEDES-BENZ,2014,3.5,Hybrid,Tiptronic,70836,Sedan,62722,E 350
3651,TOYOTA,2015,1.8,Petrol,Automatic,26902,Sedan,24462,Corolla
3652,MERCEDES-BENZ,2008,3.0,Diesel,Automatic,109121,Sedan,1568,E 350
3653,MERCEDES-BENZ,2016,2.0,Petrol,Automatic,68074,Jeep,8311,GLA 250
3654,NISSAN,2016,1.8,Petrol,Automatic,41756,Sedan,17245,Sentra
3655,MITSUBISHI,2006,2.4,CNG,Automatic,131517,Jeep,10976,Outlander
3656,TOYOTA,2009,1.8,Petrol,Automatic,119925,Sedan,16308,Prius
3657,OPEL,2009,1.4,Petrol,Manual,86992,Hatchback,12231,Astra
3658,FORD,2013,2.0,Hybrid,Automatic,69594,Sedan,17249,Fusion
3659,DODGE,1998,3.0,CNG,Manual,621,Minivan,2100,Caravan
3660,BMW,2002,3.0,Diesel,Tiptronic,11185,Jeep,15681,X5
3661,DODGE,2008,2.0,Petrol,Variator,149129,Hatchback,10036,Caliber
3662,BMW,2013,3.0,Diesel,Automatic,75186,Jeep,56450,X5
3663,CHEVROLET,2016,2.0,Petrol,Automatic,18457,Jeep,18660,Orlando
3664,KIA,2016,2.0,Petrol,Automatic,19052,Sedan,20071,Optima
3665,სხვა,2005,2.3,Petrol,Manual,63380,Jeep,9408,GONOW
3666,CHEVROLET,2006,1.0,LPG,Automatic,82021,Hatchback,8467,Matiz
3667,TOYOTA,2011,3.5,Hybrid,Automatic,212895,Jeep,1568,Highlander
3668,FORD,2013,2.0,Hybrid,Automatic,118682,Sedan,13172,Fusion
